7, "CONTRACTCALL"
8, "CONTRACTCREATEINSTANCE"
9, "CONTRACTUPDATEINSTANCE"
10, "CRYPTOADDLIVEHASH"
11, "CRYPTOCREATEACCOUNT"
12, "CRYPTODELETE"
13, "CRYPTODELETELIVEHASH"
14, "CRYPTOTRANSFER"
15, "CRYPTOUPDATEACCOUNT"
16, "FILEAPPEND"
17, "FILECREATE"
18, "FILEDELETE"
19, "FILEUPDATE"
20, "SYSTEMDELETE"
21, "SYSTEMUNDELETE"
22, "CONTRACTDELETEINSTANCE"
23, "FREEZE"
24, "CONSENSUSCREATETOPIC"
25, "CONSENSUSUPDATETOPIC"
26, "CONSENSUSDELETETOPIC"
27, "CONSENSUSSUBMITMESSAGE"
